Code;Name area;Number ;Full name;Address;Head;Phone code;Contact number;E-mail;Website;Russian language,amount OGE;Russian language,GPA OGE;Russian language,spravlyaemost OGE;Mathematics,amount OGE;Mathematics,GPA OGE;Mathematics,spravlyaemost OGE;Russian language,amount EGE;Russian language,GPA EGE;Russian language,spravlyaemost EGE;Mathematics profil,amount EGE;Mathematics profil,GPA EGE;Mathematics profil,spravlyaemost EGE;Mathematics base,amount EGE;Mathematics base,GPA EGE;Mathematics base,spravlyaemost EGE;Physics,amount EGE;Physics,GPA EGE;Physics,spravlyaemost EGE;Chemistry,amount EGE;Chemistry,GPA EGE;Chemistry,spravlyaemost EGE;Computer science,amount EGE;Computer science,GPA EGE;Computer science,spravlyaemost EGE;Biology,amount EGE;Biology,GPA EGE;Biology,spravlyaemost EGE;History,amount EGE;History,GPA EGE;History,spravlyaemost EGE;Geography,amount EGE;Geography,GPA EGE;Geography,spravlyaemost EGE;English,amount EGE;English,GPA EGE;English,spravlyaemost EGE;Social Studies,amount EGE;Social Studies,GPA EGE;Social Studies,spravlyaemost EGE;Literature,amount EGE;Literature,GPA EGE;Literature,spravlyaemost EGE;Lat;Long
763721;Ярославский;;"муниципальное общеобразовательное учреждение ""Мокеевская средняя школа"" Ярославского муниципального района";150527, Ярославская обл., Ярославский р-н, д. Мокеевское, д.33;Парамонова Елена Игоревна;4852;432245;moksh@yandex.ru;http://mokeevo.edu.yar.ru;16;31,8;100;16;20,8;100;6;70,7;100;6;60,7;100;6;4,5;100;3;52,3;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;53,3;100;-;-;-;57.485555;40.09986
763722;Ярославский;;"муниципальное общеобразовательное учреждение ""Мордвиновская средняя школа"" Ярославского муниципального района";150534, Ярославская обл., Ярославский р-н, д. Мордвиново, ул. Школьная, д.10;Резникова Надежда Григорьевна;4852;435216;p3mordv@edu.yar.ru;http://mordvin.edu.yar.ru/;7;35,6;100;7;19,6;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.616413;39.449022
763725;Ярославский;;"муниципальное общеобразовательное учреждение ""Сарафоновская средняя школа"" Ярославского муниципального района";150508, Ярославская обл., Ярославский р-н, с. Сарафоново, д.55;Козловская Светлана Георгиевна;4852;940545;sarafonovo55@mail.ru;http://sarafonovo.narod.ru;12;33,2;100;12;14,5;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.663287;39.687848
763726;Ярославский;;"муниципальное общеобразовательное учреждение ""Спасская средняя школа"" Ярославского муниципального района";150542, Ярославская обл., Ярославский р-н, с. Спас-Виталий, д.6;Курицина Ирина Владимировна;4852;764121;spas-vitali@yandex.ru;http://spas-yar.edu.yar.ru;4;31,5;100;5;13,4;100;4;72,8;100;4;46;75;3;4,7;100;-;-;-;2;62;100;-;-;-;2;67,5;100;-;-;-;-;-;-;-;-;-;2;46,5;50;-;-;-;57.798181;40.189862
763727;Ярославский;;"муниципальное общеобразовательное учреждение ""Cредняя школа поселка Ярославка"" Ярославского муниципального района";150505, Ярославская обл., Ярославский р-н, пос. Ярославка, д.2-Г;Петрова Светлана Андреевна;4852;762242;yaroslavka-soh@yandex.ru;http://yaroslavka-school.edu.yar.ru;6;31,5;100;6;17,5;100;4;73,5;100;4;46,8;100;4;4,3;100;-;-;-;-;-;-;-;-;-;-;-;-;2;37,5;50;-;-;-;-;-;-;4;52;75;1;63;100;57.74239;39.835782
763728;Ярославский;;"муниципальное общеобразовательное учреждение ""Средняя школа имени Ф.И. Толбухина"" Ярославского муниципального района";150512, Ярославская обл., Ярославский р-н, с. Толбухино, ул. Даниловская, д.6;Стецович Ольга Григорьевна;4852;764757;tolbuhino@mail.ru;http://tolb-yar.edu.yar.ru/;9;31,8;100;9;20,9;100;7;68;100;7;63,6;100;7;5;100;2;47,5;100;-;-;-;-;-;-;1;44;100;1;35;100;-;-;-;-;-;-;6;49;83,3;-;-;-;57.853196;40.049743
763729;Ярославский;;"муниципальное общеобразовательное учреждение ""Туношенская средняя школа имени Героя России Селезнева А.А."" Ярославского муниципального района";150501, Ярославская обл., Ярославский р-н, с. Туношна, ул. Школьная, д.6;Балкова Светлана Евгеньевна;4852;433911;tunsh_sh@mail.ru;http://tunsh.edu.yar.ru;28;34;100;28;20;100;13;67,7;100;10;42,6;90;3;3;66,7;1;52;100;-;-;-;1;48;100;-;-;-;5;57;100;-;-;-;2;41;100;10;58,4;90;-;-;-;57.54369;40.125938
763731;Ярославский;;"муниципальное общеобразовательное учреждение ""Ширинская основная школа"" Ярославского муниципального района";150536, Ярославская обл., Ярославский р-н, с. Ширинье, ул. Мира, д.2;Колоцей Людмила Александровна;4852;435448;shirin_sch@mail.ru;http://shirin-sch.edu.yar.ru;3;28,3;100;3;13,3;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;57.553397;39.336041
763801;Гаврилов-Ямский;1;"Муниципальное общеобразовательное учреждение ""Средняя школа № 1""";152240, Ярославская обл., Гаврилов-Ямский р-н, г. Гаврилов-Ям, ул. Юбилейный пр., д.5;Поздышева Галина Александровна;48534;23078;gav-yam1@rambler.ru;http://sh1gav.edu.yar.ru;59;34,2;100;59;18,8;100;29;78,2;100;29;45,5;86,2;10;4,1;100;5;49,8;100;6;74,2;100;4;54,5;100;12;59,9;100;4;68,5;100;-;-;-;1;88;100;16;61,4;93,8;-;-;-;57.303309;39.849086
763802;Гаврилов-Ямский;2;"Муниципальное общеобразовательное бюджетное учреждение ""Средняя школа № 2""";152240, Ярославская обл., Гаврилов-Ямский р-н, г. Гаврилов-Ям, ул. Калинина, д.4;Акимова Татьяна Леонидовна;48534;21878;gav-yam-school2@rambler.ru;http://sh2gav.edu.yar.ru;11;35,8;100;11;16,3;100;20;61,7;100;11;25,5;36,4;20;3,5;95;3;42;100;-;-;-;-;-;-;-;-;-;3;42,3;100;-;-;-;-;-;-;10;39,6;50;-;-;-;57.30381;39.857018
763803;Гаврилов-Ямский;3;"Муниципальное общеобразовательное учреждение ""Средняя школа № 3"" г. Гаврилов-Яма";152240, Ярославская обл., Гаврилов-Ямский р-н, г. Гаврилов-Ям, ул. Чернышевского, д.1;Онегина Наталия Павловна;48534;23278;soch3gavyam762007@rambler.ru;http://76413s003.edusite.ru;17;32,2;100;17;18,6;100;12;73,9;100;8;29,5;62,5;12;4,3;100;-;-;-;2;71,5;100;1;61;100;2;69;100;6;54,8;100;-;-;-;1;27;100;7;59,9;100;2;67,5;100;57.293846;39.846185
763806;Гаврилов-Ямский;6;"Муниципальное общеобразовательное учреждение ""Средняя школа № 6""";152240, Ярославская обл., Гаврилов-Ямский р-н, г. Гаврилов-Ям, ул. Кирова, д.13;Меледина Ирина Юрьевна;48534;24278;gav-jam-school6@rambler.ru;http://sh6gav.edu.yar.ru;58;31,2;100;58;18,4;100;42;73,6;100;35;54,6;88,6;24;4,4;100;8;46,8;100;4;74;100;1;73;100;7;71,3;100;9;59;100;-;-;-;2;63;100;26;61,6;100;1;65;100;57.304841;39.867376
763901;Даниловский;1;Муниципальное бюджетное образовательное учреждение средняя общеобразовательная школа № 1 г.Данилова Ярославской области ;152070, Ярославская обл., Даниловский р-н, г. Данилов, пл. Советская, д.4 ;Косихина Надежда Михайловна;48538;50761;dan_school1@list.ru;http://www.76308s001.edusite.ru;47;30,3;100;47;16,6;100;11;60,9;100;6;56,2;100;11;4,3;100;1;57;100;-;-;-;-;-;-;1;49;100;1;62;100;-;-;-;-;-;-;5;55,6;100;-;-;-;58.189289;40.174923
763902;Даниловский;2;Муниципальное бюджетное образовательное учреждение средняя общеобразовательная школа № 2 им. В.И.Ленина г.Данилова Ярославской области ;152070, Ярославская обл., Даниловский р-н, г. Данилов, ул. Урицкого, д.46 ;Тихомирова Галина Александровна;48538;52579;mousoshdan2@mail.ru;http://sch2dan.edu.yar.ru;40;33,2;100;40;16;100;26;77,8;100;25;46,2;80;10;4;100;6;64,7;100;4;58,5;100;2;68;100;4;62,8;100;7;73,3;100;-;-;-;1;53;100;13;61,1;84,6;2;55,5;100;58.191932;40.172103
763905;Даниловский;12;Муниципальное бюджетное образовательное учреждение средняя общеобразовательная школа № 12 г. Данилова Ярославской области;152070, Ярославская обл., Даниловский р-н, г. Данилов, ул. Урицкого, д.58-а ;Петрова Татьяна Алексеевна;48538;52679;danshcola12@mail.ru;http://76308s012.edusite.ru;26;31,5;100;26;17,5;100;24;71;100;22;38;86,4;23;4,3;100;6;42,7;100;2;49,5;100;-;-;-;5;64,4;100;2;51;100;-;-;-;1;76;100;19;58,9;94,7;2;60,5;100;58.192567;40.17478
764011;Любимский;;Муниципальное образовательное учреждение Любимская вечерняя (сменная) общеобразовательная школа ;152470, Ярославская обл., Любимский р-н, г. Любим, ул. Даниловская, д.66;Елисеева Елена Михайловна;48543;22472;vecherka2007@km.ru;http://vsh-lub.edu.yar.ru;5;26,8;100;5;13,6;100;1;50;100;-;-;-;1;2;0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58.357052;40.696108
764012;Любимский;;Муниципальное общеобразовательное учреждение Любимская основная общеобразовательная школа ;152470, Ярославская обл., Любимский р-н, г. Любим, ул. Набережная реки Обноры, д.14/62 ;Соловьёва Нина Владимировна;48543;22072;lubim_oosh@list.ru;http://osh-lub.edu.yar.ru;37;31,7;100;37;17,4;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58.363435;40.693988
764013;Любимский;;Муниципальное образовательное учреждение Любимская средняя общеобразовательная школа;152470, Ярославская обл., Любимский р-н, г. Любим, ул. Даниловская, д.66;Смирнова?Надежда?Николаевна;48543;21072;lyubssch@mail.ru;http://lub-sch.edu.yar.ru;24;31;100;24;17,1;100;34;72,5;100;23;52,4;82,6;18;3,9;100;4;49;100;5;71;100;-;-;-;6;67,3;100;8;44,3;100;1;69;100;-;-;-;30;52,6;86,7;1;46;100;58.357052;40.696108
764112;Мышкинский;;муниципальное образовательное учреждение Мышкинская средняя общеобразовательная школа ;152830, Ярославская обл., Мышкинский р-н, г. Мышкин, ул. Загородная, д.93 ;Лихачева Елена Николаевна;48544;28150, 21558;len62@mail.ru;http://мышкинсош.рф/;44;32,2;100;44;16,9;100;33;73,9;100;33;42;78,8;32;4,3;100;7;52,9;100;5;57,6;100;3;56;66,7;5;59;100;4;46,5;100;1;73;100;1;67;100;18;57,3;94,4;-;-;-;57.794651;38.463794
764201;г. Переславль;1;"Муниципальное общеобразовательное учреждение ""Средняя школа № 1""";152020, Ярославская обл., г. Переславль-Залесский, ул. Советская, д.3, д.4;Сурнина Елена Михайловна;48535;31041;prs.sosh1@yandex.ru;http://school1-prs.edu.yar.ru/;61;32,2;100;61;18,7;100;42;66,7;100;23;50,4;100;38;4,1;100;3;52,3;100;13;55;100;4;62,5;100;17;58,2;100;7;32,7;57,1;-;-;-;4;71,8;100;22;55,8;95,5;-;-;-;56.73715;38.854193
764202;г. Переславль;2;"Муниципальное общеобразовательное учреждение ""Средняя школа № 2""";152024, Ярославская обл., г. Переславль-Залесский, мкр. Чкаловский, д.53 ;Долгушина Татьяна Владимировна;48535;23790;school2@school2-pereslavl.ru;http://www.school2-pereslavl.ru;29;30,2;100;29;16,2;100;20;65,4;100;19;41,2;73,7;11;3,8;100;6;48,8;83,3;2;68;100;2;61,5;100;2;66;100;6;50,3;83,3;-;-;-;-;-;-;11;51,4;72,7;1;43;100;56.71508;38.815152
764203;г. Переславль;3;"Муниципальное общеобразовательное учреждение ""Основная школа № 3""";152020, Ярославская обл., г. Переславль-Залесский, ул. Кардовского, д.11;Рюмина Жанна Юрьевна;48535;32355;school3_per@mail.ru;http://school3-prs.edu.yar.ru;13;23,8;100;13;10,7;92,3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56.729778;38.846926
764204;г. Переславль;4;"Муниципальное общеобразовательное учреждение ""Средняя школа № 4""";152025, Ярославская обл., г. Переславль-Залесский, ул. Октябрьская, д.41 ;Блохина Ольга Леонидовна;48535;36922;school4.pereslavl@mail.ru;http://school4-prs.edu.yar.ru/;43;29,7;100;42;15,1;100;25;67,7;100;24;47,6;91,7;5;3,2;100;6;48,3;100;-;-;-;5;53,8;100;3;62,3;100;9;61;100;-;-;-;-;-;-;20;61,6;100;1;44;100;56.748607;38.882993
764206;г. Переславль;6;"Муниципальное общеобразовательное учреждение ""Средняя школа № 6""";152025, Ярославская обл., г. Переславль-Залесский, ул. Менделеева, д.10;Кручинина Ирина Викторовна;48535;32610;ir.kruchinina2011@yandex.ru;http://sch6pz.ru/;18;29,7;100;18;16,1;100;18;75,3;100;17;38,1;76,5;15;3,8;93,3;1;51;100;2;41,5;50;2;49;100;7;52,6;100;1;44;100;-;-;-;1;72;100;10;56,9;90;1;47;100;56.755778;38.869465
764207;г. Переславль;;"Муниципальное общеобразовательное учреждение ""Гимназия г. Переславля-Залесского""";152025, Ярославская обл., г. Переславль-Залесский, ул. Менделеева, д.36 ;Чистякова Марина Анатольевна;48535;26627;grammar-school-pz@yandex.ru;http://гимназия-переславль.рф/;78;31,9;100;78;15,1;98,7;52;77,2;100;39;52,6;87,2;31;4,2;100;10;59,9;100;4;66,5;100;12;60,8;91,7;6;72;100;15;60;100;-;-;-;12;61,9;100;35;65,3;97,1;5;63,8;100;56.75259;38.878744
764208;г. Переславль;8;"Муниципальное специальное учебно-воспитательное общеобразовательное учреждение открытого типа для обучающихся с девиантным (общественно опасным) поведением ""Основная школа № 8""";152020, Ярославская обл., г. Переславль-Залесский, ул. Кардовского, д.61;Компанец Наталья Михайловна;48535;38911;ms.school8@mail.ru;http://skool8-pereslavl.ru/;3;30;100;3;13,3;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;56.72479;38.838266
764209;г. Переславль;9;"Муниципальное общеобразовательное учреждение ""Средняя школа № 9""";152020, Ярославская обл., г. Переславль-Залесский, пер. Берендеевский, д.27;Бубнова Людмила Дмитриевна;48535;32729;school9_9@mail.ru;http://school9-prs.edu.yar.ru;26;30,5;100;26;18,5;100;25;71,1;100;25;53,6;96;19;4,4;100;4;51,3;100;1;66;100;1;70;100;3;61,7;100;1;63;100;-;-;-;1;57;100;17;57,8;94,1;-;-;-;56.738888;38.883999
764301;Пошехонский;1;муниципальное бюджетное общеобразовательное учреждение средняя школа № 1 г.Пошехонье;152850, Ярославская обл., Пошехонский р-н, г. Пошехонье, ул. Красноармейская, д.3;Смирнова Елена Михайловна;48546;22706;schola4@rambler.ru;http://76423s001.edusite.ru;27;32,3;100;30;18;100;15;66,9;100;14;51,1;92,9;9;4,6;100;2;62,5;100;1;80;100;-;-;-;5;52;100;5;52,6;100;-;-;-;-;-;-;13;54;76,9;1;68;100;58.501201;39.142624
764302;Пошехонский;2;муниципальное бюджетное общеобразовательное средняя школа № 2 г.Пошехонье;152850, Ярославская обл., Пошехонский р-н, г. Пошехонье, ул. Советская, д.4;Селезнева Ирина Юрьевна;48546;23276;sh2posh@rambler.ru;http://sh2-psh.edu.yar.ru;36;31,9;97,2;36;19,4;97,2;20;62,1;95;12;46,5;83,3;20;4,1;90;2;41,5;100;-;-;-;-;-;-;2;68;100;4;65,3;100;-;-;-;2;74;100;14;61,4;92,9;-;-;-;58.499546;39.120642
764401;Ростовский;;Муниципальное общеобразовательное учреждение гимназия имени А.Л.Кекина города Ростова;152151, Ярославская обл., Ростовский р-н, г. Ростов, ул. Моравского, д.6;Гаврилов Алексей Алексеевич;48536;60545;gimn1@mail.ru;http://gim-kekina.edu.yar.ru;78;33,1;100;78;19,2;100;68;75,2;100;60;53;95;22;4;100;15;58,9;100;10;62;100;19;62,2;94,7;14;59,8;92,9;10;67,8;100;1;69;100;4;78;100;27;68,6;100;2;62,5;100;57.189846;39.414562
764402;Ростовский;2;Муниципальное общеобразовательное учреждение средняя общеобразовательная школа N 2 г.Ростова;152151, Ярославская обл., Ростовский р-н, г. Ростов, ул. Революции, д.12а;Буянова Елена Ивановна;48536;62745;soginna@mail.ru;http://www.school2rostov.ru;20;28,1;100;20;13,3;100;2;45;100;1;23;0;1;3;100;-;-;-;-;-;-;-;-;-;-;-;-;1;36;100;-;-;-;-;-;-;1;38;0;-;-;-;57.190792;39.432223
764403;Ростовский;3;Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 3 г.Ростова;152155, Ярославская обл., Ростовский р-н, г. Ростов, ул. Ленинская, д.39;Пряженкова Елена Васильевна;48536;74684;ros.school-3@mail.ru;http://76206s003.edusite.ru;44;30,5;100;44;16,5;100;19;73,3;100;18;53,3;94,4;12;3,9;100;3;66,3;100;4;63,8;100;3;56,7;100;7;59;100;1;61;100;-;-;-;1;67;100;10;58,8;90;-;-;-;57.180261;39.400638
764404;Ростовский;4;Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 4 города Ростова;152150, Ярославская обл., Ростовский р-н, г. Ростов, 1 мкр., д.27;Архиреева Елена Анатольевна;48536;63491;ros-sh4@mail.ru;http://sh4-ros.edu.yar.ru;91;32,5;100;91;15,6;100;24;74,4;100;22;48,7;90,9;12;4;100;7;73,1;100;3;66,3;100;3;63;100;2;71;100;5;54,4;100;-;-;-;1;60;100;15;61;100;1;68;100;57.205713;39.436544
764501;г. Рыбинск;1;муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 1 с углубленным изучением английского языка;152934, Ярославская обл., г. Рыбинск, ул. Радищева, д.15;Ковичева Нина Александровна;4855;217830;sch1@rybadm.ru;http://sch1.rybadm.ru;55;33;100;54;17,3;100;56;79,3;100;43;46,5;100;14;4,4;100;17;52;100;7;60;85,7;7;61,4;100;13;62,2;100;6;59,2;100;2;58;100;16;77,1;100;26;65,1;100;5;74;100;58.045954;38.841976
764502;г. Рыбинск;2;"муниципальное общеобразовательное учреждение кадетская школа-интернат № 2 ""Рыбинский кадетский корпус""";152906, Ярославская обл., г. Рыбинск, ул. Свердлова, д.26;Калагаев Владимир Павлович;4855;251910;schkad@rybadm.ru;http://schkad.rybadm.ru;20;29,2;100;20;19,5;100;5;58,2;100;4;38,8;75;2;4;100;-;-;-;-;-;-;-;-;-;1;48;100;-;-;-;1;77;100;-;-;-;5;45;40;-;-;-;58.063492;38.841239
764503;г. Рыбинск;3;муниципальное образовательное учреждение средняя общеобразовательная школа № 3;152903, Ярославская обл., г. Рыбинск, ул. Глеба Успенского, д.4;Солнцева Светлана Николаевна ;4855;222649;sch3@rybadm.ru;http://sch3.rybadm.ru;11;28,5;100;11;12,7;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58.056884;38.821512
764505;г. Рыбинск;5;муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 5;152935, Ярославская обл., г. Рыбинск, ул. Моторостроителей, д.15;Иванкова Светлана Евстафьевна;4855;245285;sch5@rybadm.ru;http://sch5.rybadm.ru/;54;28,8;100;54;15,4;100;24;67,8;100;18;45,8;100;6;3,7;100;4;51,5;100;1;72;100;11;45,5;81,8;1;62;100;2;62,5;100;-;-;-;-;-;-;7;55,4;100;2;66;100;58.041638;38.816572
764506;г. Рыбинск;6;муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 6;152915, Ярославская обл., г. Рыбинск, ул. Льва Ошанина, д.14;Шарова Светлана Анатольевна ;4855;267580;sch6@rybadm.ru;http://sch6.rybadm.ru/;43;31,1;100;43;16,7;100;29;60,9;100;18;34,4;88,9;11;3,4;90,9;7;43,1;85,7;1;29;0;-;-;-;5;47;80;5;38,8;80;-;-;-;1;40;100;19;48,2;73,7;1;54;100;58.019942;38.854876
764508;г. Рыбинск;8;муниципальное общеобразовательное учреждение гимназия № 8 им. Л.М. Марасиновой ;152914, Ярославская обл., г. Рыбинск, ул. 200 лет Рыбинску, д.15;Игнатьева Ирина Альбертовна ;4855;272204;gim8@rybadm.ru;http://gim8.rybadm.ru/;46;30,8;100;46;16;100;28;76,4;100;25;57,2;96;6;3,8;100;11;59,7;100;4;53,5;100;4;66;100;4;52,8;100;9;57,1;88,9;-;-;-;3;72,3;100;15;58,5;86,7;2;62,5;100;58.048454;38.858433
764510;г. Рыбинск;10;муниципальное образовательное автономное учреждение средняя общеобразовательная школа № 10;152912, Ярославская обл., г. Рыбинск, ул. Академика Губкина, д.21;Подоляк Ирина Львовна;4855;215771;sch10@rybadm.ru;http://sch10.rybadm.ru;64;31,9;100;64;17,6;100;54;69,6;100;49;53,9;95,9;21;4,3;100;17;50,9;100;9;67,4;100;6;58;100;8;63,1;100;2;55;100;1;52;100;3;63,7;100;28;56,8;100;1;66;100;58.05975;38.813032
764511;г. Рыбинск;11;муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 11;152900, Ярославская обл., г. Рыбинск, ул. Ярославский тракт, д.43;Масалыга Маргарита Дмитриевна;4855;262245;sch11@rybadm.ru;http://sch11.rybadm.ru;18;27,8;100;18;11,8;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58.028735;38.897806
764512;г. Рыбинск;12;муниципальное образовательное автономное учреждение  средняя общеобразовательная школа № 12 им. П.Ф. Дерунова;152935, Ярославская обл., г. Рыбинск, ул. Моторостроителей, д.27;Бекенева Людмила Валентиновна;4855;245181;sch12@rybadm.ru;http://sch12.rybadm.ru;68;31,3;100;69;17,9;100;44;67,7;100;42;45,8;100;7;4,1;100;12;48,8;100;5;53,6;100;11;64,1;100;9;59,7;100;8;46,5;87,5;-;-;-;5;63,4;100;21;51,6;95,2;1;38;100;58.040261;38.809044
764514;г. Рыбинск;14;муниципальное образовательное учреждение основная общеобразовательная школа № 14;152909, Ярославская обл., г. Рыбинск, ул. Федорова, д.7;Феодорицкая Елена Борисовна;4855;208708;sch14@rybadm.ru;http://sch14.rybadm.ru;14;32,5;100;14;14,2;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58.053407;38.918009
764515;г. Рыбинск;15;Муниципальное образовательное учреждение основная общеобразовательная школа № 15 имени Н.И. Дементьева;152916, Ярославская обл., г. Рыбинск, ул. Инженерная, д.23а;Демидова Елена Михайловна;4855;200153;sch15@rybadm.ru;http://sch15.rybadm.ru;20;34,4;100;20;16,8;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58.090676;38.683109
764516;г. Рыбинск;16;муниципальное образовательное учреждение средняя общеобразовательная школа № 16;152909, Ярославская обл., г. Рыбинск, ул. Академика Павлова, д.35;Сметанина Ольга Николаевна;4855;208134;sch16@rybadm.ru;http://sch16.rybadm.ru;23;31,8;100;23;14,8;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58.055731;38.904265
764517;г. Рыбинск;17;муниципальное образовательное учреждение средняя общеобразовательная школа № 17 имени А.А. Герасимова;152914, Ярославская обл., г. Рыбинск, ул. Набережная Космонавтов, д.39;Иванова Наталья Александровна;4855;273784;sch17@rybadm.ru;http://school17-ryb.edu.yar.ru;73;32;100;73;15,4;100;21;72,9;100;18;48,6;100;3;4;100;6;52,5;100;-;-;-;1;44;100;2;71,5;100;2;54,5;100;-;-;-;-;-;-;12;56,1;100;1;52;100;58.083302;38.765377
764518;г. Рыбинск;18;муниципальное общеобразовательное учреждение гимназия № 18 имени В.Г. Соколова;152907, Ярославская обл., г. Рыбинск, ул. 9 Мая, д.14;Горева Наталья Владимировна;4855;550734;gim18@rybadm.ru;http://gim18.rybadm.ru/;46;31,1;100;46;17,2;100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;58.055055;38.780289
764520;г. Рыбинск;20;муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 20;152915, Ярославская обл., г. Рыбинск, ул. Полиграфская, д.5;Кочегарова Светлана Валерьевна;4855;262521;sch20@rybadm.ru;http://sch20.rybadm.ru;66;29,4;100;66;16,3;100;28;69,3;100;25;51,3;88;18;4,2;100;6;49,2;100;1;46;100;4;59,5;75;3;52,3;100;7;48,4;100;-;-;-;3;88,7;100;17;59,3;88,2;2;76;100;58.026024;38.855136
764521;г. Рыбинск;21;муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 21;152912, Ярославская обл., г. Рыбинск, ул. Молодежная, д.32;Иванова Нина Николаевна;4855;210522;sch21@rybadm.ru;http://sch21.rybadm.ru;49;30;100;49;14,6;100;36;68,4;100;26;47;84,6;23;4;100;3;43,7;66,7;5;70;100;2;67;100;8;61,5;87,5;7;62,7;100;1;52;100;2;80,5;100;19;58,6;84,2;5;65,4;100;58.059464;38.806259
764523;г. Рыбинск;23;муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 23;152907, Ярославская обл., г. Рыбинск, ул. Солнечная, д.7;Копейкина Мария Александровна;4855;559887;sch23@rybadm.ru;http://sch23.rybadm.ru;56;32,8;100;56;20,5;100;32;73,6;100;31;49,6;93,5;5;4,6;100;12;59,9;100;4;66,5;100;2;82,5;100;7;69;100;5;66;100;-;-;-;1;94;100;11;65;100;-;-;-;58.053903;38.786613
764524;г. Рыбинск;24;муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 24;152920, Ярославская обл., г. Рыбинск, ул. Б.Рукавицына, д.35;Дедкина Ирина Ильинична;4855;550518;sch24@rybadm.ru;http://sch24.rybadm.ru;42;29,8;100;42;15,3;100;25;68;100;25;43,1;88;12;3,9;100;3;67,7;100;5;54,6;100;-;-;-;10;60;100;3;46;66,7;3;55,3;100;-;-;-;12;51,7;83,3;-;-;-;58.062183;38.771979
764526;г. Рыбинск;26;муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 26;152931, Ярославская обл., г. Рыбинск, ул. Кольцова, д.19;Павлов Игорь Аркадьевич;4855;222364;sch26@rybadm.ru;http://sch26.rybadm.ru;46;30,6;100;46;17,1;100;24;61,3;100;24;35,3;66,7;13;3,7;100;5;55,6;100;2;48;100;4;40,3;50;3;43,3;100;-;-;-;-;-;-;-;-;-;22;48,2;81,8;1;54;100;58.052212;38.830352
764527;г. Рыбинск;27;муниципальное образовательное учреждение средняя общеобразовательная школа № 27;152930, Ярославская обл., г. Рыбинск, ул. Ворошилова, д.3;Кабанова Светлана Юрьевна;4855;550227, 550727, 550318;sch27@rybadm.ru;http://school27.ru;42;30,4;100;42;16,8;100;31;73,1;100;28;49,1;92,9;4;3,3;100;8;54,5;100;6;62;100;3;55,3;66,7;6;67;83,3;5;46,6;80;-;-;-;3;65,7;100;17;51,8;88,2;3;60,7;100;58.049774;38.763409
764528;г. Рыбинск;28;Муниципальное общеобразовательное учреждение средняя общеобразовательная школа № 28 имени А.А.Суркова;152925, Ярославская обл., г. Рыбинск, ул. Бабушкина, д.11;Шальнова Ольга Николаевна;4855;559896;sch28@rybadm.ru;http://sch28.rybadm.ru;37;33,4;100;37;17,7;100;38;70,8;100;29;46,3;82,8;24;4;95,8;14;49,1;92,9;4;69,5;100;1;66;100;8;53,6;87,5;8;57;100;-;-;-;7;84,4;100;18;54,1;83,3;3;79,7;100;58.057046;38.774396
